_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - marketValue,_ - ceo,_ - revenue,_ - headquarters,_ - industry,_ - state
lindt-sprungli,1486,Lindt & Sprungli,Switzerland,395,16325,Ernst Tanner,3794,Switzerland,Food Processing,
linear-technology,1517,Linear Technology,United States,494.7,11101,Lothar Maier,1430,California,Semiconductors,California
link-reit,821,Link REIT,Hong Kong,2348.1,13939,Kwok Hongchoy,1045,Hong Kong,Real Estate,
linkedin,1867,LinkedIn,United States,-159.2,15778,Jeffrey Weiner,2993,California,Computer Services,California
lixil-group,1165,Lixil Group,Japan,-53.9,6805,Yoshiaki Fujimori,14949,Japan,Construction Materials,
lloyds-banking-group,170,Lloyds Banking Group,United Kingdom,773.1,70027,Antonio De Sousa Horta-Osorio,46198,United Kingdom,Major Banks,
lockheed-martin,144,Lockheed Martin,United States,3605,69294,Marillyn Hewson,46132,Maryland,Aerospace & Defense,Maryland
loews,725,Loews,United States,260,13513,James Tisch,13443,New York,Diversified Insurance,New York
london-stock-exchange,778,London Stock Exchange,United Kingdom,501.6,13658,Xavier Rolet,2171,United Kingdom,Investment Services,
longfor-properties,707,Longfor Properties,China,1428.3,8350,Ming Shao,7584,China,Real Estate,
lotte-chemical,950,Lotte Chemical,South Korea,876.9,9210,Soo-Young Huh,10349,South Korea,Specialized Chemicals,
lotte-shopping,912,Lotte Shopping,South Korea,-348.3,7288,In-Won Lee,25736,South Korea,Department Stores,
lowes-cos,205,Lowe's,United States,2535,68250,Robert Niblock,59073,North Carolina,Home Improvement Retail,North Carolina
lukoil,122,LukOil,Russia,4803.3,36810,Vagit Alekperov,90441,Russia,Oil & Gas Operations,
lundbergs,1559,Lundbergs,Sweden,518.8,6652,Lars Lundberg,2689,Sweden,Real Estate,
lupin,1693,Lupin,India,393.2,10552,Vinita Gupta,1973,India,Pharmaceuticals,
luxottica-group,734,Luxottica Group,Italy,891.7,26049,Massimo Vian,9799,Italy,Specialty Stores,
luzerner-kantonalbank,1879,Luzerner Kantonalbank,Switzerland,187.1,3566,Daniel Salzmann,662,Switzerland,Regional Banks,
lyondellbasell-industries,280,LyondellBasell Industries,Netherlands,4468,38491,Bhavesh Patel,32738,Netherlands,Diversified Chemicals,
mt-bank,537,M&T Bank,United States,1128.3,18946,Robert Wilmers,5136,New York,Regional Banks,New York
map,1620,MAp,Australia,394.9,11318,Kerrie Mather,917,Australia,Other Transportation,
mgic-investment,1761,MGIC Investment,United States,1108.1,2507,Patrick Sinks,1029,Wisconsin,Diversified Insurance,Wisconsin
mgm-resorts,989,MGM Resorts,United States,-447.7,12529,James Murren,9190,Nevada,Casinos & Gaming,Nevada
misc,1344,MISC,Malaysia,631.2,10145,Yang Yee,2790,Malaysia,Other Transportation,
mmi-holdings,1652,MMI Holdings,South Africa,237.9,2628,Nicolaas Kruger,5298,South Africa,Life & Health Insurance,
mol-hungarian-oil,1342,MOL Hungarian Oil,Hungary,-982.8,6264,Zsolt Hernádi,14683,Hungary,Oil & Gas Operations,
msad-insurance,296,MS&AD Insurance,Japan,828.1,17635,Yasuyoshi Karasawa,39397,Japan,Property & Casualty Insurance,
mtn-group,523,MTN Group,South Africa,1580.9,18853,Phuthuma Nhleko,11507,South Africa,Telecommunications services,
mtr,557,MTR,Hong Kong,1676.1,29068,Kwok Leong,5379,Hong Kong,Railroads,
macerich,1828,Macerich,United States,85.7,11470,Arthur Coppola,1272,California,Real Estate,California
macquarie-group,343,Macquarie Group,Australia,1468.1,17629,Nicholas Moore,11197,Australia,Investment Services,
macys,515,Macy's,United States,1072,12770,Terry Lundgren,27079,Ohio,Department Stores,Ohio
magna-international,398,Magna International,Canada,1968.6,17319,Donald Walker,32674,Canada,Auto & Truck Parts,
magnit,774,Magnit,Russia,972.7,14578,Sergey Galitskiy,15564,Russia,Food Retail,
mahindra-mahindra,901,Mahindra & Mahindra,India,424.5,12348,Anand Mahindra,10448,India,Auto & Truck Manufacturers,
makita,1953,Makita,Japan,342.6,8694,Masahiko Goto,3533,Japan,Household/Personal Care,
mallinckrodt,1599,Mallinckrodt,Ireland,342.9,7451,Mark Trudeau,3672,Ireland,,
manila-electric,1514,Manila Electric,Philippines,419.4,8142,Oscar Reyes,5675,Philippines,Electric Utilities,
manpower,1239,Manpower,United States,425.2,5852,Jonas Prising,19375,Wisconsin,Business & Personal Services,Wisconsin
manulife,182,Manulife Financial,Canada,1712.6,29277,Don Guloien,25047,Canada,Life & Health Insurance,
mapfre,513,Mapfre,Spain,786,8152,Antonio Mejías,22572,Spain,Diversified Insurance,
marathon-oil,1101,Marathon Oil,United States,-2204,12157,Lee Tillman,5431,Texas,Oil & Gas Operations,Texas
marathon-petroleum,234,Marathon Petroleum,United States,2848,21942,Gary Heminger,64461,Ohio,Oil & Gas Operations,Ohio
markel,867,Markel,United States,586.9,12576,Thomas Gayner,5415,Virginia,Diversified Insurance,Virginia
marks-spencer,816,Marks & Spencer,United Kingdom,665.5,9993,Steve Rowe,15997,United Kingdom,Department Stores,
marriott-international,777,Marriott International,United States,859,16909,Arne Sorenson,14480,Maryland,Hotels & Motels,Maryland
marsh-mclennan,457,Marsh & McLennan,United States,1602,32423,Daniel Glaser,12931,New York,Insurance Brokers,New York
martin-marietta-materials,1965,Martin Marietta Materials,United States,287.5,10831,C. Nye,3540,North Carolina,Construction Materials,North Carolina
marubeni,365,Marubeni,Japan,1241.7,9491,Teruo Asada,61693,Japan,Trading Companies,
masco,1311,Masco,United States,350,10809,Keith Allman,7501,Michigan,Construction Materials,Michigan
mashreq-bank,1303,Mashreq Bank,United Arab Emirates,654,3963,Abdul Abdullah Al-Ghurair,2280,United Arab Emirates,Regional Banks,
masraf-al-rayan,1212,Masraf Al Rayan,Qatar,576.7,7168,Adel Mustafawi,696,Qatar,Regional Banks,
mastercard,417,MasterCard,United States,3808,108216,Ajay Banga,9667,New York,Consumer Financial Services,New York
mattel,1463,Mattel,United States,352.8,10897,Christopher Sinclair,5649,California,Recreational Products,California
maxis,1546,Maxis,Malaysia,456.1,11424,Morten Lundal,2122,Malaysia,Telecommunications services,
maybank,362,Maybank,Malaysia,1748.5,22679,Abdul Bin Alias,7622,Malaysia,Regional Banks,
mazda-motor,547,Mazda Motor,Japan,1245.6,9742,Masamichi Kogai,27986,Japan,Auto & Truck Manufacturers,
mccormick-co,1499,McCormick,United States,424.5,11647,Lawrence Kurzius,4316,Maryland,Food Processing,Maryland
mcdonalds,189,McDonald's,United States,4816.4,110148,Stephen Easterbrook,25358,Illinois,Restaurants,Illinois
mcgraw-hill-cos,910,McGraw-Hill,United States,1155,27443,Doug Peterson,5314,New York,Printing & Publishing,New York
mckesson,159,McKesson,United States,1959,40746,John Hammergren,189131,California,Pharmaceuticals,California
mead-johnson-nutrition,1253,Mead Johnson Nutrition,United States,652,15660,Peter Jakobsen,4071,Illinois,Household/Personal Care,Illinois
mediatek,981,Mediatek,Taiwan,817.5,11132,Ming Tsai,6716,Taiwan,Semiconductors,
mediobanca,960,Mediobanca,Italy,721.1,7022,Alberto Nagel,3261,Italy,Regional Banks,
medipal-holdings,1389,Medipal Holdings,Japan,235,4080,Shuichi Watanabe,24741,Japan,Pharmaceuticals,
medtronic,129,Medtronic,United States,2434,110668,Omar Ishrak,28570,Minnesota,Medical Equipment & Supplies,Minnesota
mega-financial-holding,792,Mega Financial Holding,Taiwan,926.4,9703,Han Wu,2625,Taiwan,Investment Services,
megafon,1513,MegaFon,Russia,636.9,6666,Sergey Soldatenkov,5112,Russia,Telecommunications services,
meiji-holdings,1082,Meiji Holdings,Japan,433.9,12075,Shigetaro Asano,9968,Japan,Food Processing,
mercantil-servicios,793,Mercantil Servicios,Venezuela,1113,1691,Gustavo Acedo,9352,Venezuela,Regional Banks,
merck-co,93,Merck,United States,4442,157153,Kenneth Frazier,38969,New Jersey,Pharmaceuticals,New Jersey
merck,330,Merck,Germany,1236.2,40011,Stefan Oschmann,14244,Germany,Pharmaceuticals,
mercuries-associates,1676,Mercuries & Associates,Taiwan,46.4,378,Hsiang Chen,5347,Taiwan,Department Stores,
meritz-financial-group,1479,Meritz Financial Group,South Korea,180.1,1549,Yong-Beom Kim,7008,South Korea,,
metlife,48,MetLife,United States,5268,51434,Steven Kandarian,68017,New York,Diversified Insurance,New York
metallurgical-corp-of-china,434,Metallurgical Corp of China,China,762.5,11028,Wen Guo,33646,China,Construction Services,
metalurgica-gerdau,1401,Metalurgica Gerdau,Brazil,-697.2,741,Claudio Johannpeter,13047,Brazil,Iron & Steel,
metro-inc,1278,Metro,Canada,415.6,7953,Eric La Flèche,9543,Canada,Food Retail,
metro-group,743,Metro Group,Germany,22.2,10845,Olaf Koch,66164,Germany,Department Stores,
metropolitan-bank-trust,1379,Metropolitan Bank & Trust,Philippines,397.9,5753,George Ty,1844,Philippines,Regional Banks,
mettler-toledo-international,1814,Mettler-Toledo International,United States,352.8,9826,Olivier Filliol,2395,Ohio,,Ohio
michael-kors-holdings,1283,Michael Kors Holdings,Hong Kong,844.7,9259,John Idol,4594,Hong Kong,Apparel/Accessories,
michelin-group,392,Michelin Group,France,1286.3,19561,Jean-Dominique Senard,23508,France,Auto & Truck Parts,
microchip-technology,1749,Microchip Technology,United States,356.2,10626,Steve Sanghi,2159,Arizona,Semiconductors,Arizona
micron-technology,583,Micron Technology,United States,1071,11055,D Durcan,13737,Idaho,Semiconductors,Idaho
microsoft,23,Microsoft,United States,10179,407015,Satya Nadella,86596,Washington,Software & Programming,Washington
midea-group,402,Midea Group,China,2021.7,20240,Hong Fang,22026,China,Household Appliances,
migdal-insurance,1898,Migdal Insurance,Israel,90.6,754,Eran Czerninski,3857,Israel,,
millicom-international,1962,Millicom International,Luxembourg,-559,5994,Mauricio Ramos,6730,Luxembourg,Telecommunications services,
minato-bank,1957,Minato Bank,Japan,63.1,603,,516,Japan,Regional Banks,
mitsubishi-chemical,851,Mitsubishi Chemical,Japan,139.2,8103,Yoshimitsu Kobayashi,31630,Japan,Diversified Chemicals,
mitsubishi-corp,136,Mitsubishi Corp,Japan,2686.5,27689,Ken Kobayashi,59815,Japan,Trading Companies,
mitsubishi-electric,293,Mitsubishi Electric,Japan,1998,23630,Kenichiro Yamanishi,36603,Japan,Electrical Equipment,
mitsubishi-estate,596,Mitsubishi Estate,Japan,455.7,28447,Keiji Kimura,9038,Japan,Real Estate,
mitsubishi-heavy-industries,415,Mitsubishi Heavy Industries,Japan,765.1,13038,Shunichi Miyanaga,34208,Japan,Heavy Equipment,
mitsubishi-materials,1083,Mitsubishi Materials,Japan,598.3,4372,Hiroshi Yao,11904,Japan,Diversified Metals & Mining,
mitsubishi-motors,1005,Mitsubishi Motors,Japan,795.7,4446,Osamu Masuko,18619,Japan,Auto & Truck Manufacturers,
mitsubishi-ufj-financial,34,Mitsubishi UFJ Financial,Japan,7921.9,73516,Nobuyuki Hirano,44244,Japan,Regional Banks,
mitsubishi-ufj-lease,1075,Mitsubishi UFJ Lease,Japan,456.9,4163,Tadashi Shiraishi,6670,Japan,Rental & Leasing,
mitsui-co,229,Mitsui,Japan,1540.6,22520,Tatsuo Yasunaga,40574,Japan,Trading Companies,
mitsui-chemicals,1668,Mitsui Chemicals,Japan,263,3519,Tsutomu Tannowa,11702,Japan,Specialized Chemicals,
mitsui-fudosan,382,Mitsui Fudosan,Japan,1029.9,26291,Hiromichi Masanobu,13207,Japan,Real Estate,
mitsui-osk-lines,1285,Mitsui OSK Lines,Japan,254.1,3004,Junichiro Ikeda,14780,Japan,Other Transportation,
mizrahi-tefahot-bank,1564,Mizrahi Tefahot Bank,Israel,290.9,2710,Eldad Fresher,1730,Israel,Regional Banks,
mizuho-financial,106,Mizuho Financial,Japan,5023.8,40691,Yasuhiro Sato,25953,Japan,Major Banks,
mohawk-industries,965,Mohawk Industries,United States,615.1,14536,Jeffrey Lorberbaum,8072,Georgia,Furniture & Fixtures,Georgia
molina-healthcare,1800,Molina Healthcare,United States,143.4,3681,J. Molina,14073,California,Managed Health Care,California
molson-coors-brewing,1280,Molson Coors Brewing,United States,359.5,20585,Mark Hunter,3568,Colorado,Beverages,Colorado
mondelez-international,133,Mondelēz International,United States,7267,65695,Irene Rosenfeld,29636,Illinois,Food Processing,Illinois
mondi,1135,Mondi,United Kingdom,665.3,8985,David Hathorn,7564,United Kingdom,Paper & Paper Products,
monsanto,420,Monsanto,United States,1456,41098,Hugh Grant,13678,Missouri,Specialized Chemicals,Missouri
monster-beverage,1228,Monster Beverage,United States,546.7,24957,Rodney Sacks,2723,California,Beverages,California
moodys,1128,Moody's,United States,941.3,19251,Ray Mcdaniel,3484,New York,Business & Personal Services,New York
morgan-stanley,86,Morgan Stanley,United States,4865,53683,James Gorman,32130,New York,Investment Services,New York
mosaic,773,Mosaic,United States,1000.4,9993,James O'Rourke,8895,Minnesota,Specialized Chemicals,Minnesota
moscow-exchange,1549,Moscow Exchange,Russia,455.3,3707,Alexander Afanasiev,752,Russia,,
motorola-solutions,1152,Motorola Solutions,United States,608,13199,Gregory Brown,5695,Illinois,Communications Equipment,Illinois
munich-re,101,Munich Re,Germany,3446.5,34142,Joachim Wenning,63517,Germany,Diversified Insurance,
murata-manufacturing,593,Murata Manufacturing,Japan,1756.4,28962,Tsuneo Murata,10039,Japan,Electronics,
murphy-usa,1859,Murphy USA,United States,176.3,2380,R Clyde,12790,Arkansas,Specialty Stores,Arkansas
musashino-bank,1845,Musashino Bank,Japan,118.2,918,Kikuo Kato,592,Japan,Regional Banks,
mylan,582,Mylan,United States,847.6,23695,Heather Bresch,9460,Pennsylvania,Pharmaceuticals,Pennsylvania
moller-maersk,306,Møller-Maersk,Denmark,735.5,30656,Nils Andersen,40286,Denmark,Other Transportation,
nasdaq-omx-group,1448,NASDAQ OMX Group,United States,428,10487,Robert Greifeld,3401,New York,Investment Services,New York
nec,1002,NEC,Japan,288.1,6597,Takashi Niino,23810,Japan,Electronics,
nexon,1947,NEXON,Japan,455.4,6762,,1572,Japan,Computer Services,
nh-investment-securities,1853,NH Investment & Securities,South Korea,190,2560,Won-Kyu Kim,1388,South Korea,Investment Services,
nii-holdings,1765,NII Holdings,United States,1107.6,557,Steven Shindler,1714,Virginia,Telecommunications services,Virginia
nksj-holdings,387,NKSJ Holdings,Japan,820.2,11930,Kengo Sakurada,26747,Japan,Property & Casualty Insurance,
nmdc,1637,NMDC,India,1038,5950,Narendra Kothari,2019,India,Diversified Metals & Mining,
nn-group,339,NN Group,Netherlands,1736.6,11492,Eilard Friese,15289,Netherlands,Life & Health Insurance,
nrg-energy,1167,NRG Energy,United States,-6382,4486,Mauricio Gutierrez,15013,New Jersey,Electric Utilities,New Jersey
nsk,1461,NSK,Japan,565.9,5157,Norio Otsuka,8247,Japan,Other Industrial Equipment,
ntpc,400,NTPC,India,1633.3,17740,Gurdeep Singh,13300,India,Electric Utilities,
nvidia,1105,NVIDIA,United States,613,19751,Jen-Hsun Huang,5010,California,Semiconductors,California
nvr,1810,"NVR,",United States,382.9,6596,Paul Saville,5155,Virginia,Construction Services,Virginia
nxp-semiconductors,560,NXP Semiconductors,Netherlands,1526,29199,Richard Clemmer,6101,Netherlands,Semiconductors,
nan-ya-plastics,673,Nan Ya Plastics,Taiwan,1124.9,15956,Chia Wu,9442,Taiwan,Diversified Chemicals,
nanto-bank,1734,Nanto Bank,Japan,74.8,789,Yasuo Ueno,615,Japan,Regional Banks,
naspers,680,Naspers,South Africa,1087.3,59999,Robert Dijk,6363,South Africa,Broadcasting & Cable,
national-australia-bank,88,National Australia Bank,Australia,4962.4,56482,Andrew Thorburn,28785,Australia,Major Banks,
national-bank-of-abu-dhabi,682,National Bank of Abu Dhabi,United Arab Emirates,1369.6,12751,Alexander Thursby,3672,United Arab Emirates,Regional Banks,
national-bank-of-canada,573,National Bank of Canada,Canada,1073.1,12020,Louis Vachon,5841,Canada,Regional Banks,
national-bank-of-greece,1276,National Bank of Greece,Greece,-4685.2,3043,Leonidas Fragkiadakis,5905,Greece,Regional Banks,
national-bank-of-kuwait,775,National Bank of Kuwait,Kuwait,854.9,11563,Salah Al-Fulaij,2864,Kuwait,Regional Banks,
national-commercial-bank,433,National Commercial Bank,Saudi Arabia,2430.1,22445,Saeed Al-Ghamdi,5307,Saudi Arabia,Regional Banks,
national-grid,160,National Grid,United Kingdom,3332.6,51444,John Pettigrew,24232,United Kingdom,Electric Utilities,
national-oilwell-varco,911,National Oilwell Varco,United States,-769,11037,Clay Williams,14738,Texas,Oil Services & Equipment,Texas
natixis,305,Natixis,France,1490.4,17175,Laurent Mignon,14420,France,Major Banks,
naver,1363,Naver,South Korea,458.3,19013,Sang-Hun Kim,2873,South Korea,Computer Services,
navient,905,Navient,United States,886,4526,John Remondi,5295,Delaware,Regional Banks,Delaware
nelnet,1864,Nelnet,United States,265.1,1769,Jeffrey Noordhoek,1222,Nebraska,Consumer Financial Services,Nebraska
neptune-orient-lines,1679,Neptune Orient Lines,Singapore,683.7,2474,Yat Ng,5375,Singapore,Other Transportation,
neste-oil,1040,Neste Oil,Finland,618.8,8421,Matti Lievonen,12343,Finland,Oil & Gas Operations,
nestle,33,Nestle,Switzerland,9415.5,235701,Paul Bulcke,92208,Switzerland,Food Processing,
netapp,1670,NetApp,United States,371.9,7007,George Kurian,5706,California,Computer Storage Devices,California
netease,1125,Netease,China,1068.5,17509,Lei Ding,3614,China,Computer Services,
netflix,1093,Netflix,United States,126.6,41073,Reed Hastings,7164,California,Internet & Catalog Retail,California
new-china-life-insurance,297,New China Life Insurance,China,1378.9,16241,Dian Kang,25164,China,Life & Health Insurance,
new-hope-liuhe,1640,New Hope Liuhe,China,357,5055,Chunhua Chen,10545,China,Food Processing,
new-world-development,548,New World Development,Hong Kong,2135.7,9414,Guan Chen,8002,Hong Kong,Real Estate,
new-york-community,1408,New York Community,United States,-39,7427,Joseph Ficalora,1890,New York,Thrifts & Mortgage Finance,New York
newcrest-mining,1607,Newcrest Mining,Australia,343.8,10600,Sandeep Biswas,3356,Australia,Diversified Metals & Mining,
newell-brands,1396,Newell Rubbermaid,United States,254.4,21819,Michael Polk,5916,Georgia,Household/Personal Care,Georgia
newmont-mining,977,Newmont Mining,United States,89,16568,Gary Goldberg,7789,Colorado,Diversified Metals & Mining,Colorado
news-corp,1379,News Corp,United States,-117,7529,Robert Thomson,8378,New York,Broadcasting & Cable,New York
next,1047,Next,United Kingdom,1014.5,10815,Simon Wolfson,6355,United Kingdom,Department Stores,
nextera-energy,212,NextEra Energy,United States,2752,52806,James Robo,15931,Florida,Electric Utilities,Florida
nisource,1482,NiSource,United States,286.5,7136,Joseph Hamrock,5234,Indiana,Natural Gas Utilities,Indiana
nidec,762,Nidec,Japan,739.5,21061,Shigenobu Nagamori,9664,Japan,Electrical Equipment,
nielsen,862,Nielsen,United States,607,18789,Dwight Barns,6201,New York,Printing & Publishing,New York
nike,261,Nike,United States,3779,100108,Mark Parker,32007,Oregon,Apparel/Accessories,Oregon
ningbo-port,1604,Ningbo Port,China,406.4,11769,Cheng Tao,2618,China,Other Transportation,
nintendo,1436,Nintendo,Japan,189,21748,Satoru Iwata,4399,Japan,Recreational Products,
nippon-express,1495,Nippon Express,Japan,243,4816,Masanori Kawai,16041,Japan,Trucking,
nippon-paper-industries,1819,Nippon Paper Industries,Japan,81.8,2264,Yoshio Haga,8440,Japan,,
nippon-steel-sumitomo-metal,251,Nippon Steel & Sumitomo Metal,Japan,1765.5,21768,Shoji Muneoka,42491,Japan,Iron & Steel,
nippon-steel-trading,1729,Nippon Steel Trading,Japan,142.5,1104,Ichiro Miyasaka,16503,Japan,Diversified Metals & Mining,
nippon-tel-tel,44,Nippon Telegraph & Tel,Japan,5552.3,94540,Hiroo Unoura,94232,Japan,Telecommunications services,
nippon-yusen,1077,Nippon Yusen,Japan,346.6,3743,Yasumi Kudo,19706,Japan,Other Transportation,
nishi-nippon-city-bank,1630,Nishi-Nippon City Bank,Japan,231.4,1520,Isao Kubota,1223,Japan,Regional Banks,
nissan-motor,85,Nissan Motor,Japan,4721.4,42914,Carlos Ghosn,101018,Japan,Auto & Truck Manufacturers,
nitori-holdings-co,1684,Nitori Holdings,Japan,389,10845,Akio Nitori (Rep),3795,Japan,Specialty Stores,
nitto-denko,1096,Nitto Denko,Japan,755.1,9965,Hideo Takasaki,6815,Japan,Diversified Chemicals,
noble,1850,Noble,Switzerland,500.3,2821,David Williams,3352,Switzerland,Oil Services & Equipment,
noble-energy,1289,Noble Energy,United States,-2442,15627,David Stover,3046,Texas,Oil & Gas Operations,Texas
noble-group,1174,Noble Group,Hong Kong,-1742.8,2245,Yusuf Alireza,66589,Hong Kong,Conglomerates,
nokia,360,Nokia,Finland,2734.6,34605,Rajeev Suri,14471,Finland,Communications Equipment,
nomos-bank,1552,Nomos Bank,Russia,206.3,3139,Evgeniy Dankevich,4865,Russia,Regional Banks,
nordea-bank,150,Nordea Bank,Sweden,4060.2,39898,Casper von Koskull,16127,Sweden,Regional Banks,
nordstrom,997,Nordstrom,United States,600,8921,Enrique Hernandez,14438,Washington,Apparel/Footwear Retail,Washington
norfolk-southern,407,Norfolk Southern,United States,1628,27052,James Squires,10364,Virginia,Railroads,Virginia
norilsk-nickel,639,Norilsk Nickel,Russia,1662.4,23186,Vladimir Potanin,8463,Russia,Diversified Metals & Mining,
